"id","character","source","translatedstr"
"main_0007_A_01_00_001(0)","高木","さて、１２月の『クリスタルウィンター』まで
６ヶ月を切ったわけだが……","Now, until ""Crystal Winter"" in December.
So less than 6 months to go. ......"
"main_0007_A_01_00_002(0)","高木","ルミナスの調子はどうかね？","How's Luminous doing?"
"main_0007_A_01_00_003(0)","Ｐ","はい。今のところ順調です。
みんな、一生懸命頑張っていますよ！","Yes, so far so good.
Everyone is working very hard!"
"main_0007_A_01_00_004(0)","Ｐ","『スターリットシーズン』はまだまだ長いです。
次は夏の月末イベント『サマードルフィン』ですから","The ""Starlit Season"" is still long in the tooth.
The next event is ""Summer Dolphin,"" which will be held at the end of the summer."
"main_0007_A_01_00_005(0)","Ｐ","この７月を乗り切るため、
みんなのやる気は十分です！","To get through this July,
Everyone is fully motivated!"
"main_0007_A_01_00_006(0)","高木","うむ。
気合い充分で頼もしい限りだ","Mm.
She's got a lot of spirit. I'm very proud of her."
"main_0007_A_01_00_007(0)","高木","ああ、それから、更なるレッスンを行うべく、
来月に夏合宿の準備を進めている","Oh, and to give further lessons,
Preparations are underway for a summer camp next month."
"main_0007_A_01_00_008(0)","Ｐ","夏合宿、なるほど……。
ありがとうございます、社長！","Summer camp, I see. ......
Thank you, Manager!"
"main_0007_A_01_00_009(0)","Ｐ","今月の『サマードルフィン』通過に
向けて頑張ります！","In passing this month's ""Summer Dolphin"".
I will do my best for the future!"
"main_0007_A_01_00_010(0)","高木","君たちには期待しているよ。
では、今月もしっかり励んでくれたまえ","I have high hopes for you guys.
Well, good luck this month!"
"main_0007_A_01_00_011(0)","Ｐ","はい、任せてください！","Yes, I'll take care of it!"
"main_0007_A_01_00_012(0)","Ｐ","……そういえば、社長","...... Speaking of which, Manager."
"main_0007_A_01_00_013(0)","Ｐ","春には参加していなかった、
ディアマントが緊急参戦するんですね","They did not participate in the spring,
So Diamant is going to make an emergency entry."
"main_0007_A_01_00_014(0)","高木","ああ、彼女たちは特別扱いだ","Yeah, these girls get special treatment."
"main_0007_A_01_00_015(0)","高木","ディアマントにはオーバーランクの玲音君や、
あの詩花君も所属している","Reine, who is over-ranked in diamantes and,
You belong to that Shika-kun, too."
"main_0007_A_01_00_016(0)","高木","それに、９６１プロの圧倒的な実績から、
実質シード枠の扱いになっているのだよ","Besides, from the overwhelming track record of 961 Pro,
They're treating it as a real seed slot."
"main_0007_A_01_00_017(0)","Ｐ","ああ、なるほど……そういうことでしたか","Oh, I see. ...... that's what you meant."
"main_0007_A_01_00_018(0)","Ｐ","ありがとうございます。
納得しました","Thank you very much.
I'm convinced."
"main_0007_A_01_00_019(0)","高木","うむ、それはよかった。
……では、これからもルミナスをよろしく頼むよ！","Mm, that's good to know.
Please keep up the good work with Luminous at ......!"
"main_0007_A_01_00_020(0)","Ｐ","はい！","Yes!"
"main_0007_A_01_00_021(0)","高木","おっと、もうひとつあった。
奥空君の件だ","Oops, there was one more thing.
It's about Okumora-san."
"main_0007_A_01_00_022(0)","高木","夏までに結論を、と眞弓君が言っていたが、
どうかな。問題は解決できそうかね？","Mayumi said that the conclusion should be reached by summer,
I don't know; do you think we can solve the problem?"
"main_0007_A_01_00_023(0)","Ｐ","（そう……もう夏だ、奥空さんから言われていた
回答期限が近付いている……）","(So ...... it's already summer, Okuora told me.
(Response deadline approaching ......)"
"main_0007_A_01_00_024(0)","Ｐ","心白の能力は把握できました。彼女には、
見たものを、すぐに自分のものとする力があります","I was able to figure out what Kohaku is capable of, for her,
I have the ability to take what I see and immediately make it my own."
"main_0007_A_01_00_025(0)","Ｐ","今はその力を磨いてもらいつつ、
普段の様子からヒントを探っているのですが……","Now we are having them hone that ability,
I'm looking for clues from the usual: ......"
"main_0007_A_01_00_026(0)","高木","まだ、問題は分からない……か","I still don't understand the problem. ...... or"
"main_0007_A_01_00_027(0)","Ｐ","はい……","Yes ......"
"main_0007_A_01_00_028(0)","Ｐ","ただ……問題の手掛かりは掴んだかもしれません","But I think I may have a clue about the ...... problem."
