"id","character","source","translatedstr"
"spworkchr_0111_A_01_00_001(0)","亜美","兄ちゃーん、そろそろラジオのお仕事が始まるから、
キンチョーしてる亜美に、ナニか一言！","Brother, I'm about to start working on the radio,
Ami is nervous, but I have something to say to her!"
"spworkchr_0111_A_01_00_002(0)","Ｐ","全然緊張しているように見えないぞ","You don't look nervous at all."
"spworkchr_0111_A_01_00_003(0)","亜美","何言ってんの兄ちゃん！　亜美、緊張しすぎて
控室でお菓子５袋しか食べられなかったんだよ！？","What are you talking about, brother! Ami, I'm too nervous.
I only got to eat 5 bags of candy in the waiting room!"
"spworkchr_0111_A_01_00_004(0)","亜美","かわいそうな亜美ちゃん……！
きっと痩せ過ぎで兄ちゃんが悪く言われちゃう！","Poor Ami. ......
She will probably be too skinny and my brother will get a bad rap!"
"spworkchr_0111_A_01_00_005(0)","亜美","でもでも～。ここで亜美のテンションを上げるような
一言があればダイジョーブだよ。ほらほら～♪","But - here's something to raise Ami's spirits.
One word is all it takes."
"spworkchr_0111_A_01_00_006(0)","Ｐ","なんだその流れは。というか５袋なら十分食べている
と思うけどな……。で、どんな一言が欲しいんだ？","What's with that trend, I mean, five bags is plenty of food.
I guess. ....... So, what word do you want?"
"spworkchr_0111_A_01_00_007(0)","亜美","お菓子を買ってやろうとか、楽しんでこいとか、
イタズラを頑張れ！　とか？","I'll buy you candy, or tell you to go have fun,
Good luck with your pranks! And?"
"spworkchr_0111_A_01_00_008(0)","Ｐ","イタズラを選択肢にいれるな。
そうだなあ……","Don't make pranks an option."
"spworkchr_0111_A_01_00_009(0)","選択肢","いつもの亜美らしく","In her usual Ami way."
"spworkchr_0111_A_01_00_010(0)","選択肢","せくしーに頑張れ！","Good luck with the sekushiki!"
"spworkchr_0111_A_01_00_011(0)","Ｐ","いつもの亜美らしく、楽しんでやればいいと思うぞ","I think you should just be your usual Ami and have fun."
"spworkchr_0111_A_01_00_012(0)","亜美","いつもの亜美らしく？　ってことは～、リスナーの
みんなが楽しく明るくなっちゃうような感じ？","Just like Ami always does? I mean - the listeners'
Like it makes everyone happy and cheerful?"
"spworkchr_0111_A_01_00_013(0)","亜美","それともそれとも、お笑いカイドーまっしぐらで
ワハハって笑っちゃうような感じかなー？","Or maybe it's just a comedy kaydoh.
I wonder if it's the kind of thing that makes you laugh wahaha?"
"spworkchr_0111_A_01_00_014(0)","Ｐ","そうそう、そういう方向だ。
亜美のそのパワーがみんなを明るくさせるんだ","Yes, yes, that's the direction I'm going.
That power of Ami's brightens everyone's day."
