"id","character","source","translatedstr"
"Idolchr_0105_A_01_00_001(0)","Ｐ","（改めて雪歩に挨拶をしようと、
事務所に来てみたが……）","(I tried to greet the snowflakes again,
I came to your office (......)."
"Idolchr_0105_A_01_00_002(0)","Ｐ","……あれ？　雪歩、
今日は事務所にいるかと思ったんだけど……","...... Huh? Snowflake,
I thought you might be in the office today: ......"
"Idolchr_0105_A_01_00_003(0)","雪歩","ぷ、プロデューサー。
お、おひさしぶりです……","Psst, producer.
Oh, it's been a while: ......"
"Idolchr_0105_A_01_00_004(0)","Ｐ","……ああ、雪歩","...... Oh, snowflakes!"
"Idolchr_0105_A_01_00_005(0)","Ｐ","こうやって、面と向かって
ふたりで話すのは久しぶりだ","Like this, face to face.
It's been a long time since the two of us talked."
"Idolchr_0105_A_01_00_050(0)","Ｐ","……そこに隠れているのは雪歩か？
少し話をしたいんだ、どうかな？","...... Is that a snowflake hiding in there?
I'd like to talk to you for a minute, if that's okay."
"Idolchr_0105_A_01_00_006(0)","雪歩","えっ……あ、はい。そ、そうですね……","What? ...... Oh, yes, that's right. ......"
"Idolchr_0105_A_01_00_007(0)","Ｐ","プロジェクトルミナスについて、雪歩に改めて
感想を聞こうと思ってな……。調子はどうだ？","Reiterate to snowflake about Project Luminous.
Thought I'd ask what you thought of ....... How's it going?"
"Idolchr_0105_A_01_00_008(0)","雪歩","あ、はい……。７６５プロのみんなとは、
あいかわらずって感じで、毎日を過ごしています","Ah, yes, ....... With all the 765 Pros,
I'm spending my days as usual."
"Idolchr_0105_A_01_00_009(0)","雪歩","他の事務所の子も……。優しそうな子ばっかり
なので、一緒に仲良くやっていけると思いますぅ","The other kids in the office are also ....... They all seem nice.
So I think we can get along well together."
"Idolchr_0105_A_01_00_010(0)","Ｐ","そうか。雪歩がそう言うのなら、
問題なさそうだな……","Well, if snowflakes say so,
Looks fine to me: ......"
"Idolchr_0105_A_01_00_011(0)","Ｐ","それと、ひとつ聞きたいんだけど……","And I have one question: ......"
"Idolchr_0105_A_01_00_012(0)","雪歩","は、はい……なんでしょうか？","is yes ......?"
