"id","character","source","translatedstr"
"Idolchr_0305_A_01_00_001(0)","Ｐ","お疲れ様です、歌織さん。
ルミナスの活動は順調ですか？","Thank you for your hard work, Utah.
How is Luminous doing?"
"Idolchr_0305_A_01_00_002(0)","歌織","あっ、プロデューサーさん。お疲れさまです","Ah, Producer-san, thank you for your hard work."
"Idolchr_0305_A_01_00_003(0)","歌織","はい、みんな親切にしてくれるので、
心配ごとはありません♪","Yes, because everyone is so nice to me,
Nothing to worry about."
"Idolchr_0305_A_01_00_004(0)","歌織","ですが……プロデューサーさん、
ひとつ、お聞きしたいことがあるんですけど……","But ...... producer,
One thing I'd like to ask you: ......"
"Idolchr_0305_A_01_00_005(0)","Ｐ","はい、何でしょう？","Yes, what is it?"
"Idolchr_0305_A_01_00_006(0)","歌織","あの、私なんかが、こんな壮大なプロジェクトに
参加して大丈夫なんでしょうか？","I'm not sure I'm the right person to be involved in such a grand project.
Is it safe to participate?"
"Idolchr_0305_A_01_00_007(0)","Ｐ","もちろんですよ。プロジェクトルミナスに
歌織さんはなくてはならない存在です！","Of course, yes, to Project Luminous.
Kaori-san is indispensable!"
"Idolchr_0305_A_01_00_008(0)","歌織","そうですか……。
ありがとうございます……","I see. .......
Thank you ......"
"Idolchr_0305_A_01_00_009(0)","Ｐ","何か気になることでも？　歌織さんの歌唱力なら
なにも心配ないと思うんですが","Is something bothering you? If it's your singing ability...
I don't think there's anything to worry about."
"Idolchr_0305_A_01_00_010(0)","歌織","……私も自分の歌の技術が
お役に立てるのでは、と思っていました","...... I also have my own singing skills.
I thought I might be able to help you."
"Idolchr_0305_A_01_00_011(0)","歌織","ですが、実際にみんなに会って
……感じたんです","But I actually met everyone.
I felt ......"
"Idolchr_0305_A_01_00_012(0)","歌織","私よりも、アイドルとしての素質や輝きを
持っている子がたくさんいるって……","than I do, and the qualities and brilliance of an idol.
She said there are a lot of kids who have ......"
"Idolchr_0305_A_01_00_013(0)","歌織","そんなみんなのために、
私ができることって、本当にあるのでしょうか？","For everyone like that,
Is there really anything I can do?"
"Idolchr_0305_A_01_00_014(0)","Ｐ","もちろんです！　それは……","Of course! It is ......"
"Idolchr_0305_A_01_00_015(0)","選択肢","お手本","example"
"Idolchr_0305_A_01_00_016(0)","選択肢","包容力","tolerance"
"Idolchr_0305_A_01_00_017(0)","選択肢","外見","outward appearance"
"Idolchr_0305_A_01_00_018(0)","Ｐ","みんなのお手本になってもらいたいんです","We want you to be a role model for everyone."
"Idolchr_0305_A_01_00_019(0)","歌織","お手本……。お気持ちは嬉しいですが、
私に務まるんでしょうか","I appreciate your example ....... I'm glad to hear your sentiments,
I wonder if I'm up to the task."
"Idolchr_0305_A_01_00_020(0)","Ｐ","もちろんです。歌織さんの歌唱力だけではなくて、
大人の立ち振る舞いや、お淑やかさも参考になります","Of course, it's not just about your singing ability,
Adult behavior and ladylike mannerisms are also helpful!"
"Idolchr_0305_A_01_00_021(0)","歌織","そ、そんな。お手本になれるような大人では……。
それにお淑やかさというのも……照れてしまいます","Oh, no, I'm not an adult who can be a role model. ......
And I'm also embarrassed by ...... the idea of being ladylike!"
"Idolchr_0305_A_01_00_022(0)","Ｐ","包容力ですよ","Inclusion."
"Idolchr_0305_A_01_00_023(0)","歌織","包容力、ですか？　えっと、すみません……。
それは、どういう意味でしょうか？","Inclusion, is it? Um, sorry, .......
What does that mean?"
"Idolchr_0305_A_01_00_024(0)","Ｐ","歌織さんからあふれ出ている、優しさのことです！","I am talking about the kindness that overflows from Kaori-san!"
"Idolchr_0305_A_01_00_025(0)","Ｐ","その優しさで、みんなを包み込んでいただけたら、
ルミナスの雰囲気も温かくなると思うんです","If you could wrap everyone in that kindness,
I think it will warm up the atmosphere in Luminous."
"Idolchr_0305_A_01_00_026(0)","Ｐ","外見ですよ","Appearance."
"Idolchr_0305_A_01_00_027(0)","歌織","あ、あの、プロデューサーさん。
私、見た目も、自信があるわけでは……","Oh, um, Producer-san.
I, and the way I look, I'm not confident ......"
