"id","character","source","translatedstr"
"ConnectionNpc_1213_A_01_00_0001(0)","P","メールで連絡したら、
この川原で会おうって返事が来ていたけど","If you email me,
I had heard back from him that he was going to meet me here on the riverbank."
"ConnectionNpc_1213_A_01_00_0002(0)","P","確か、野球帽が目印って話だよな……。
どこにいるんだろう？","As I recall, we're talking about a baseball cap as a landmark. ......
Where are they?"
"ConnectionNpc_1213_A_01_00_0003(0)","P","川原……なんにもないな。
そのせいか、いつもより空が高く見える気がする","Kawahara...... nothing to see here.
Maybe that's why the sky seems higher than usual."
"ConnectionNpc_1213_A_01_00_0004(0)","？？？","周りに高い建物が無いからな、その分空に目が行く","There are no tall buildings around, so that's why the eye is drawn to the sky."
"ConnectionNpc_1213_A_01_00_0005(0)","P","え！？　そ、その野球帽……。
もしかして、あなたが？","What? Yes, that baseball cap .......
Perhaps you are?"
"ConnectionNpc_1213_A_01_00_0006(0)","？？？","名乗るような名前は持ち合わせていない。
ただ、話す都合上ついた名前はある……","I do not have a name to give it.
However, there is a name that was given for the convenience of speaking: ......"
"ConnectionNpc_1213_A_01_00_0007(0)","P","……『川原さん』ですか？","...... ""Kawahara-san""?"
"ConnectionNpc_1213_A_01_00_0008(0)","川原","そう呼ばれているようだな……ボクは……。
キミが高木社長のところのプロデューサーか","I guess that's what they call me. ...... I'm .......
So you're the producer at Manager Takagi's place."
"ConnectionNpc_1213_A_01_00_0009(0)","P","はい！","Yes!"
"ConnectionNpc_1213_A_01_00_0010(0)","川原","話はそれだけか？","Is that all you have to say?"
"ConnectionNpc_1213_A_01_00_0011(0)","P","い、いえ！　あの、何からお話すればいいか……","No, no! Um, I don't know where to start: ......"
"ConnectionNpc_1213_A_01_00_0012(0)","川原","なら、自分の話からすればいい。
話を聞こう","Then you can start with your own story.
Let's hear what he has to say."
"ConnectionNpc_1213_A_01_00_0013(0)","P","はい！　自分はプロジェクトルミナスという
アイドルユニットのプロデューサーをしています","I am Project Luminous.
I am a producer of an idol unit"
"ConnectionNpc_1213_A_01_00_0014(0)","P","ルミナスは複数の事務所からアイドルが集まり、
結成されたユニットです","Luminous brings together idols from several offices,
It is a unit that was formed"
"ConnectionNpc_1213_A_01_00_0015(0)","P","アイドルたちはみんな個性的で、
いい子たちばかりです","The idols are all unique,
They are good kids."
"ConnectionNpc_1213_A_01_00_0016(0)","川原","……それはキミ自身の、自分の話なのか？","...... Is that your own, personal story?"
"ConnectionNpc_1213_A_01_00_0017(0)","P","自分の話ですか……。今俺は、アイドルの話も
自分の話も、一緒にして話していました","Are you talking about yourself? ....... Now I'm talking about my idols, too.
I was telling my story, too, with them."
"ConnectionNpc_1213_A_01_00_0018(0)","川原","なるほど……それで？","I see. ...... So?"
"ConnectionNpc_1213_A_01_00_0019(0)","P","プロデューサーとして、アイドルに何ができるのか。
それだけを考えているのですが……","As a producer, what can you do for your idols?
That's all I'm thinking about: ......"
"ConnectionNpc_1213_A_01_00_0020(0)","川原","プロデューサーにできることは話すことだけだ","All the producer can do is talk."
"ConnectionNpc_1213_A_01_00_0021(0)","川原","そして、キミをプロデューサーにしてくれるのは
ルミナスのメンバーたちだ","And the only thing that makes you a producer is
Luminous members."
"ConnectionNpc_1213_A_01_00_0022(0)","P","ルミナスのメンバー……","Luminous members: ......"
"ConnectionNpc_1213_A_01_00_0023(0)","川原","キミはアイドルたちと話さなければならない","You have to talk to your idols."
"ConnectionNpc_1213_A_01_00_0024(0)","川原","この川原のように、
他の建物があると見えてこない風景がある","Like this riverbank,
There are landscapes that are not visible when other buildings are present."
"ConnectionNpc_1213_A_01_00_0025(0)","川原","人間も同じだ、この川原と同じで
ひとりと向かい合っていくことで見える風景がある","Humans are the same, just like these riverbanks.
There is a landscape that can be seen by confronting one person"
"ConnectionNpc_1213_A_01_00_0026(0)","P","……ひとりひとりとのコミュニケーションが
大切ということですね","...... communication with each and every one of us.
That means it's important."
"ConnectionNpc_1213_A_01_00_0027(0)","川原","それが、プロデューサーとしての経験を
深めてくれるだろう","That's what makes my experience as a producer
They'll deepen it."
"ConnectionNpc_1213_A_01_00_0028(0)","P","……社長の言う通りですね。川原さんと話して、
何を自分が話したかったかが少し分かった気がします","...... president is right...talk to Kawahara-san,
I think I know a little better what I wanted to talk about."
"ConnectionNpc_1213_A_01_00_0029(0)","P","あの、またお会いできますか？","Um, can I see you again?"
"ConnectionNpc_1213_A_01_00_0030(0)","川原","高木社長からも連絡は来ている。
これから言う課題をクリアしたら、話を聞こう","Manager Takagi has also been contacted.
Let's hear what you have to say once you complete the tasks I'm about to mention."
"ConnectionNpc_1213_A_01_00_0031(0)","川原","アイドルとのコミュニケーションを重ねなさい。
これをクリアしたら、また来るといい","Keep communicating with your idols.
You can come back when you get this cleared up."
"ConnectionNpc_1213_A_01_00_0032(0)","P","メンバーとのコミュニケーションを、重ねる……。
分かりました！","Communicate with your members, and build on it. ......
I understand!"
"ConnectionNpc_1213_A_01_00_0033(0)","川原","風景だ……。
キミが見た風景を話してくれ……","Landscape. .......
Tell me about the landscape you saw: ......"
"ConnectionNpc_1213_A_01_00_0034(0)","P","川原さん、ありがとうございます！","Thank you, Kawahara-san!"
"ConnectionNpc_1213_A_01_00_0035(0)","P","って、あれ？　いないぞ……","I mean, what? She's not here. ......"
"ConnectionNpc_1213_A_01_00_0036(0)","P","（でも、連絡先はわかっているし、また会えるよな）","(But we have your contact info, and we'll see you again.)"
"ConnectionNpc_1213_A_01_00_0037(0)","P","（……川の流れのように、掴み所のない人だったな。
よし、まずは課題に挑んでみよう）","(...... You were as elusive as a flowing river.
(Okay, let's try the assignment first.)"
"ConnectionNpc_1213_A_02_00_0001(0)","P","（課題に取り組んだことをメールで連絡したら、
この川原で会おうって返事が届いたけど……）","(If you email me that you worked on the assignment,
(I did receive a reply saying to meet at this riverbank, but ......)"
"ConnectionNpc_1213_A_02_00_0002(0)","川原","川面の輝きをどう思う？","What do you think of the glow of the river's surface?"
"ConnectionNpc_1213_A_02_00_0003(0)","P","わ、川原さんっ！","Wow, Kawahara-san!"
"ConnectionNpc_1213_A_02_00_0004(0)","川原","何を驚いている、呼び出したのはキミだろ","What's the big surprise? You're the one who called me."
"ConnectionNpc_1213_A_02_00_0005(0)","P","い、いえ……。
川原さんが急に現れたので……","Yes, no, .......
Kawahara-san suddenly appeared at ......"
"ConnectionNpc_1213_A_02_00_0006(0)","川原","ボクはキミを見て、死角から動いているからね。
つまり、キミからは見えていないということだ","I'm looking at you and moving from a blind spot.
I mean, you can't see it."
"ConnectionNpc_1213_A_02_00_0007(0)","P","（うーん、なんていうか掴みどころのない、
不思議な人だ……）","(Hmmm, how elusive,
(She's a wonder ......)"
"ConnectionNpc_1213_A_02_00_0008(0)","P","あの、メールでもお伝えしましたが、
メンバーとのコミュニケーションを重ねました！","Um, as I told you in my email,
We communicated with the members over and over again!"
"ConnectionNpc_1213_A_02_00_0009(0)","川原","それで、キミはどんな風景を見たんだ？","So what kind of scenery did you see?"
"ConnectionNpc_1213_A_02_00_0010(0)","P","信頼が風景として見えた気がします","I think I saw trust as a landscape."
"ConnectionNpc_1213_A_02_00_0011(0)","川原","信頼が？","Trust?"
"ConnectionNpc_1213_A_02_00_0012(0)","P","言葉にするのは難しいのですが、
お互いの感じること、与えるものが見えるというか","It is difficult to put into words,
I mean, we can see what each other feels and what each other gives."
"ConnectionNpc_1213_A_02_00_0013(0)","P","アイドルたちと、いろいろな話をすることで
どんどん研ぎ澄まされていく感じがしたんです","By talking with our idols about various topics
I felt like I was getting sharper and sharper."
"ConnectionNpc_1213_A_02_00_0014(0)","川原","水底へようこそ。
キミに祝福あれ","Welcome to the bottom of the water.
Bless you."
"ConnectionNpc_1213_A_02_00_0015(0)","P","（！？　何だか不思議と力が湧いて来るような……）","(!!!) Somehow it seems to be strangely empowering (......)"
"ConnectionNpc_1213_A_02_00_0016(0)","川原","ボクの言葉はキミに潜在している力を肯定するのみ。
既にキミの力は深まっている","My words only affirm your potential power.
Already your power is deepening."
"ConnectionNpc_1213_A_02_00_0017(0)","川原","川が長く、広く、深くなり、海へと繋がるようにね","Just like a river gets longer, wider, deeper, and leads to the ocean."
"ConnectionNpc_1213_A_02_00_0018(0)","P","……なんだか、自信がついたような気がします。
ありがとうございます！","I feel ...... somewhat more confident.
Thank you very much!"
"ConnectionNpc_1213_A_02_00_0019(0)","P","川原さんと話してると、もっとルミナスのメンバーと
会話をしなきゃ、って思うようになります","Talking with Kawahara-san, I'd like to talk more with the members of Luminous.
It makes you feel like you have to have a conversation."
"ConnectionNpc_1213_A_02_00_0020(0)","P","って、あれ？　いないぞ……","I mean, what? She's not here. ......"
"ConnectionNpc_1213_A_02_00_0021(0)","P","（川原さんの課題でこんな力がついていたなんて……
何だか不思議な人だな……）","(I didn't realize how much power I had gained from Kawahara-san's assignments. ......
She's kind of a mystery (......)."
"ConnectionNpc_1213_A_03_00_0001(0)","P","（あれからまた、メンバーとの会話を重ねた。
川原に行けば、あの人に会えるだろうか……）","(Since then, I've had another series of conversations with the members.
(If I go to the riverbank, will I see her? ......)"
"ConnectionNpc_1213_A_03_00_0002(0)","P","川原か……。
なんだか石を拾いたくなるな……","Kawahara or .......
I kind of want to pick up some rocks. ......"
"ConnectionNpc_1213_A_03_00_0003(0)","川原","ここは下流だ、角の取れた丸い石が多い","This is downstream, lots of rounded, angular stones."
"ConnectionNpc_1213_A_03_00_0004(0)","川原","上流のゴツゴツとした塊のような石もいいものだ。
庭石にはあえて、そのような石を使う趣もある","The craggy lumpy stones upstream are nice too.
There is also the quaintness of daring to use such stones for garden stones"
"ConnectionNpc_1213_A_03_00_0005(0)","P","川原さん、いつの間に……！？
あの、石が好きなんですか？","Kawahara-san, when did you go to ......!
Um, do you like stones?"
"ConnectionNpc_1213_A_03_00_0006(0)","川原","石は売れる。
ボクの稼ぎのひとつだ","Stones will be sold.
It's one of my earnings."
"ConnectionNpc_1213_A_03_00_0007(0)","P","川原さんって石屋さん……なんですか？","Is Kawahara-san a stonemason ......?"
"ConnectionNpc_1213_A_03_00_0008(0)","川原","石屋とはなんだ？
キミは自分の言っていることが分かっているのか？","What is a mason?
Do you even know what you're talking about?"
"ConnectionNpc_1213_A_03_00_0009(0)","P","すみません、石を売る人をなんと言うか、
分からなくて……","Sorry, what do you call someone who sells rocks?
I don't know. ......"
"ConnectionNpc_1213_A_03_00_0010(0)","川原","昔ならば、空間プロデューサーという仕事が近い。
９０年代、随分と前の話だ","In the past, the job of space producer would be close.
The 90's, a long time ago."
"ConnectionNpc_1213_A_03_00_0011(0)","P","え！？
川原さん、プロデューサーなんですか？","What?
Kawahara-san, are you a producer?"
"ConnectionNpc_1213_A_03_00_0012(0)","川原","ボクは違うと思っている……。
そもそも、今の話と本業を混同しないで欲しい","I think not. ......
In the first place, I don't want you to confuse what we're talking about now with my day job."
